filename,title,url,equipment,fitness_goal,workout_type,gender,training_level,days_per_week
workouts__bigger-bench-press-chest-135-pounds__a2f2a48969.html,A Bigger Bench Press & Chest Using Only 135 Pounds - Really | Muscle & Strength,https://www.muscleandstrength.com/workouts/bigger-bench-press-chest-135-pounds,home / small gym,muscle building,single muscle group,both,intermediate,2
workouts__circuit-style-trainer-women__06a6216b1d.html,The Circuit Style Trainer for Women | Muscle & Strength,,fully equipped gym,general fitness,full body,women,beginner,2
workouts__cobra-back-workout__fde60d225b.html,The Cobra Workout: Heavy High Volume Back Program,https://www.muscleandstrength.com/workouts/cobra-back-workout,fully equipped gym,muscle building,single muscle group,both,intermediate,2
workouts__core-destroyer-8-week-home-ab-workout__ca387e73aa.html,Core Destroyer: 8 Week At Home Ab Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/core-destroyer-8-week-home-ab-workout,home / small gym,muscle building,single muscle group,both,beginner,2
workouts__core-training-workout-exercises-strength__d3e73cf521.html,Core Training Workout: 5 Exercises To Build Core Strength | Muscle & Strength,https://www.muscleandstrength.com/workouts/core-training-workout-exercises-strength,fully equipped gym,general fitness,single muscle group,both,beginner,2
workouts__dumbbell-bodyweight-chest-workout__09bec268e8.html,3 Dumbbell and Bodyweight Chest Workouts (No Bench Needed!) | Muscle & Strength,https://www.muscleandstrength.com/workouts/dumbbell-bodyweight-chest-workout,home / small gym,muscle building,single muscle group,both,beginner,2
workouts__frankoman-2-day-intermediate-ab-routine.html__7ee96e7afa.html,Frankoman's 2 Day Intermediate Ab Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/frankoman-2-day-intermediate-ab-routine.html,home / small gym,muscle building,single muscle group,both,intermediate,2
workouts__guns-a-blazing-workout__9e17f80a6b.html,"The ""Guns-A-Blazing"" Arm Training Workout Routine",https://www.muscleandstrength.com/workouts/guns-a-blazing-workout,fully equipped gym,muscle building,single muscle group,both,intermediate,2
workouts__increasing-intensity-circuit-abs-workout__9b12573eda.html,Increasing Intensity Circuit Abs Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/increasing-intensity-circuit-abs-workout,fully equipped gym,muscle building,single muscle group,both,intermediate,2
workouts__jamal-browner-deadlift-program__ef5d665f41.html,"Jamal Browner’s 2-Day Deadlifting Program: Deadlift 1,000+ Lbs | Muscle & Strength",https://www.muscleandstrength.com/workouts/jamal-browner-deadlift-program,fully equipped gym,strength,single muscle group,both,intermediate,2
workouts__kelsos-bench-training.html__aa2779e8a3.html,Kelso's Bench Press Training | Muscle & Strength,https://www.muscleandstrength.com/workouts/kelsos-bench-training.html,home / small gym,strength,single muscle group,both,intermediate,2
workouts__kettlebell-dumbbell-hiit-workout__a6c6762b2c.html,"No Kettlebell, No Problem - Dumbbell HIIT Workout | Muscle & Strength",https://www.muscleandstrength.com/workouts/kettlebell-dumbbell-hiit-workout,home / small gym,fat loss,full body,both,beginner,2
workouts__max-fat-burning-workouts__468998a890.html,3 Fat Blasting Workouts for Maximum Fat Loss | Muscle & Strength,https://www.muscleandstrength.com/workouts/max-fat-burning-workouts,fully equipped gym,fat loss,full body,both,beginner,2
workouts__punisher-workout-vol-ii__0d770ba307.html,The Punisher Vol. II: A Full Body Fat Burning Workout,https://www.muscleandstrength.com/workouts/punisher-workout-vol-ii,home / small gym,muscle building,full body,both,intermediate,2
workouts__squat-workout-improved-size-strength__cbfd6b1f3a.html,2 Day Squat Workout For Improved Size & Strength | Muscle & Strength,https://www.muscleandstrength.com/workouts/squat-workout-improved-size-strength,fully equipped gym,muscle building,split,both,intermediate,2
